date,mens underwear,State
2015-03-22,0,HI
2015-03-29,27,HI
2015-04-05,27,HI
2015-04-12,27,HI
2015-04-19,0,HI
2015-04-26,0,HI
2015-05-03,0,HI
2015-05-10,28,HI
2015-05-17,0,HI
2015-05-24,26,HI
2015-05-31,28,HI
2015-06-07,86,HI
2015-06-14,28,HI
2015-06-21,64,HI
2015-06-28,38,HI
2015-07-05,36,HI
2015-07-12,0,HI
2015-07-19,0,HI
2015-07-26,0,HI
2015-08-02,0,HI
2015-08-09,35,HI
2015-08-16,0,HI
2015-08-23,34,HI
2015-08-30,0,HI
2015-09-06,36,HI
2015-09-13,35,HI
2015-09-20,0,HI
2015-09-27,35,HI
2015-10-04,0,HI
2015-10-11,35,HI
2015-10-18,0,HI
2015-10-25,0,HI
2015-11-01,0,HI
2015-11-08,35,HI
2015-11-15,0,HI
2015-11-22,35,HI
2015-11-29,34,HI
2015-12-06,35,HI
2015-12-13,0,HI
2015-12-20,0,HI
2015-12-27,0,HI
2016-01-03,0,HI
2016-01-10,0,HI
2016-01-17,0,HI
2016-01-24,0,HI
2016-01-31,28,HI
2016-02-07,0,HI
2016-02-14,27,HI
2016-02-21,0,HI
2016-02-28,28,HI
2016-03-06,0,HI
2016-03-13,0,HI
2016-03-20,0,HI
2016-03-27,0,HI
2016-04-03,27,HI
2016-04-10,0,HI
2016-04-17,27,HI
2016-04-24,27,HI
2016-05-01,27,HI
2016-05-08,0,HI
2016-05-15,0,HI
2016-05-22,0,HI
2016-05-29,29,HI
2016-06-05,0,HI
2016-06-12,0,HI
2016-06-19,0,HI
2016-06-26,0,HI
2016-07-03,0,HI
2016-07-10,0,HI
2016-07-17,0,HI
2016-07-24,27,HI
2016-07-31,28,HI
2016-08-07,29,HI
2016-08-14,30,HI
2016-08-21,0,HI
2016-08-28,52,HI
2016-09-04,28,HI
2016-09-11,0,HI
2016-09-18,27,HI
2016-09-25,0,HI
2016-10-02,27,HI
2016-10-09,28,HI
2016-10-16,28,HI
2016-10-23,27,HI
2016-10-30,0,HI
2016-11-06,0,HI
2016-11-13,0,HI
2016-11-20,52,HI
2016-11-27,0,HI
2016-12-04,25,HI
2016-12-11,0,HI
2016-12-18,27,HI
2016-12-25,0,HI
2017-01-01,26,HI
2017-01-08,0,HI
2017-01-15,25,HI
2017-01-22,0,HI
2017-01-29,0,HI
2017-02-05,0,HI
2017-02-12,24,HI
2017-02-19,25,HI
2017-02-26,0,HI
2017-03-05,0,HI
2017-03-12,0,HI
2017-03-19,0,HI
2017-03-26,0,HI
2017-04-02,24,HI
2017-04-09,49,HI
2017-04-16,0,HI
2017-04-23,0,HI
2017-04-30,0,HI
2017-05-07,100,HI
2017-05-14,27,HI
2017-05-21,28,HI
2017-05-28,0,HI
2017-06-04,28,HI
2017-06-11,0,HI
2017-06-18,0,HI
2017-06-25,28,HI
2017-07-02,42,HI
2017-07-09,0,HI
2017-07-16,27,HI
2017-07-23,27,HI
2017-07-30,0,HI
2017-08-06,27,HI
2017-08-13,27,HI
2017-08-20,25,HI
2017-08-27,0,HI
2017-09-03,0,HI
2017-09-10,0,HI
2017-09-17,25,HI
2017-09-24,0,HI
2017-10-01,0,HI
2017-10-08,26,HI
2017-10-15,0,HI
2017-10-22,26,HI
2017-10-29,26,HI
2017-11-05,0,HI
2017-11-12,0,HI
2017-11-19,26,HI
2017-11-26,0,HI
2017-12-03,26,HI
2017-12-10,26,HI
2017-12-17,27,HI
2017-12-24,0,HI
2017-12-31,27,HI
2018-01-07,98,HI
2018-01-14,50,HI
2018-01-21,0,HI
2018-01-28,25,HI
2018-02-04,0,HI
2018-02-11,49,HI
2018-02-18,0,HI
2018-02-25,0,HI
2018-03-04,0,HI
2018-03-11,49,HI
2018-03-18,26,HI
2018-03-25,0,HI
2018-04-01,24,HI
2018-04-08,24,HI
2018-04-15,0,HI
2018-04-22,0,HI
2018-04-29,0,HI
2018-05-06,0,HI
2018-05-13,0,HI
2018-05-20,0,HI
2018-05-27,0,HI
2018-06-03,27,HI
2018-06-10,26,HI
2018-06-17,27,HI
2018-06-24,26,HI
2018-07-01,53,HI
2018-07-08,26,HI
2018-07-15,0,HI
2018-07-22,27,HI
2018-07-29,26,HI
2018-08-05,0,HI
2018-08-12,0,HI
2018-08-19,24,HI
2018-08-26,40,HI
2018-09-02,53,HI
2018-09-09,0,HI
2018-09-16,0,HI
2018-09-23,0,HI
2018-09-30,27,HI
2018-10-07,0,HI
2018-10-14,27,HI
2018-10-21,0,HI
2018-10-28,40,HI
2018-11-04,0,HI
2018-11-11,0,HI
2018-11-18,0,HI
2018-11-25,0,HI
2018-12-02,26,HI
2018-12-09,0,HI
2018-12-16,0,HI
2018-12-23,27,HI
2018-12-30,0,HI
2015-01-04,49,ID
2015-01-11,0,ID
2015-01-18,0,ID
2015-01-25,49,ID
2015-02-01,0,ID
2015-02-08,49,ID
2015-02-15,0,ID
2015-02-22,0,ID
2015-03-01,0,ID
2015-03-08,0,ID
2015-03-15,0,ID
2015-03-22,0,ID
2015-03-29,52,ID
2015-04-05,50,ID
2015-04-12,0,ID
2015-04-19,51,ID
2015-04-26,51,ID
2015-05-03,0,ID
2015-05-10,0,ID
2015-05-17,51,ID
2015-05-24,53,ID
2015-05-31,0,ID
2015-06-07,0,ID
2015-06-14,54,ID
2015-06-21,0,ID
2015-06-28,50,ID
2015-07-05,0,ID
2015-07-12,0,ID
2015-07-19,100,ID
2015-07-26,0,ID
2015-08-02,0,ID
2015-08-09,48,ID
2015-08-16,48,ID
2015-08-23,0,ID
2015-08-30,0,ID
2015-09-06,0,ID
2015-09-13,0,ID
2015-09-20,0,ID
2015-09-27,0,ID
2015-10-04,0,ID
2015-10-11,0,ID
2015-10-18,41,ID
2015-10-25,0,ID
2015-11-01,0,ID
2015-11-08,0,ID
2015-11-15,0,ID
2015-11-22,0,ID
2015-11-29,78,ID
2015-12-06,39,ID
2015-12-13,40,ID
2015-12-20,0,ID
2015-12-27,44,ID
2016-01-03,0,ID
2016-01-10,0,ID
2016-01-17,0,ID
2016-01-24,38,ID
2016-01-31,0,ID
2016-02-07,0,ID
2016-02-14,0,ID
2016-02-21,37,ID
2016-02-28,0,ID
2016-03-06,36,ID
2016-03-13,38,ID
2016-03-20,0,ID
2016-03-27,0,ID
2016-04-03,0,ID
2016-04-10,39,ID
2016-04-17,38,ID
2016-04-24,0,ID
2016-05-01,38,ID
2016-05-08,0,ID
2016-05-15,0,ID
2016-05-22,39,ID
2016-05-29,0,ID
2016-06-05,0,ID
2016-06-12,0,ID
2016-06-19,41,ID
2016-06-26,41,ID
2016-07-03,42,ID
2016-07-10,0,ID
2016-07-17,0,ID
2016-07-24,40,ID
2016-07-31,0,ID
2016-08-07,0,ID
2016-08-14,0,ID
2016-08-21,0,ID
2016-08-28,38,ID
2016-09-04,0,ID
2016-09-11,0,ID
2016-09-18,36,ID
2016-09-25,0,ID
2016-10-02,0,ID
2016-10-09,36,ID
2016-10-16,36,ID
2016-10-23,36,ID
2016-10-30,36,ID
2016-11-06,33,ID
2016-11-13,69,ID
2016-11-20,0,ID
2016-11-27,0,ID
2016-12-04,0,ID
2016-12-11,0,ID
2016-12-18,0,ID
2016-12-25,0,ID
2017-01-01,67,ID
2017-01-08,63,ID
2017-01-15,0,ID
2017-01-22,32,ID
2017-01-29,0,ID
2017-02-05,63,ID
2017-02-12,0,ID
2017-02-19,0,ID
2017-02-26,30,ID
2017-03-05,30,ID
2017-03-12,0,ID
2017-03-19,0,ID
2017-03-26,34,ID
2017-04-02,0,ID
2017-04-09,32,ID
2017-04-16,65,ID
2017-04-23,0,ID
2017-04-30,0,ID
2017-05-07,0,ID
2017-05-14,0,ID
2017-05-21,0,ID
2017-05-28,0,ID
2017-06-04,0,ID
2017-06-11,0,ID
2017-06-18,0,ID
2017-06-25,0,ID
2017-07-02,0,ID
2017-07-09,0,ID
2017-07-16,36,ID
2017-07-23,36,ID
2017-07-30,35,ID
2017-08-06,34,ID
2017-08-13,69,ID
2017-08-20,0,ID
2017-08-27,34,ID
2017-09-03,0,ID
2017-09-10,31,ID
2017-09-17,0,ID
2017-09-24,0,ID
2017-10-01,0,ID
2017-10-08,0,ID
2017-10-15,0,ID
2017-10-22,31,ID
2017-10-29,0,ID
2017-11-05,0,ID
2017-11-12,0,ID
2017-11-19,0,ID
2017-11-26,0,ID
2017-12-03,31,ID
2017-12-10,32,ID
2017-12-17,34,ID
2017-12-24,0,ID
2017-12-31,32,ID
2018-01-07,30,ID
2018-01-14,0,ID
2018-01-21,0,ID
2018-01-28,0,ID
2018-02-04,30,ID
2018-02-11,0,ID
2018-02-18,0,ID
2018-02-25,30,ID
2018-03-04,0,ID
2018-03-11,0,ID
2018-03-18,0,ID
2018-03-25,0,ID
2018-04-01,31,ID
2018-04-08,0,ID
2018-04-15,31,ID
2018-04-22,0,ID
2018-04-29,0,ID
2018-05-06,0,ID
2018-05-13,32,ID
2018-05-20,0,ID
2018-05-27,33,ID
2018-06-03,0,ID
2018-06-10,0,ID
2018-06-17,32,ID
2018-06-24,0,ID
2018-07-01,0,ID
2018-07-08,0,ID
2018-07-15,33,ID
2018-07-22,32,ID
2018-07-29,0,ID
2018-08-05,0,ID
2018-08-12,0,ID
2018-08-19,0,ID
2018-08-26,0,ID
2018-09-02,0,ID
2018-09-09,63,ID
2018-09-16,0,ID
2018-09-23,0,ID
2018-09-30,32,ID
2018-10-07,97,ID
2018-10-14,0,ID
2018-10-21,0,ID
2018-10-28,0,ID
2018-11-04,59,ID
2018-11-11,0,ID
2018-11-18,100,ID
2018-11-25,90,ID
2018-12-02,31,ID
2018-12-09,31,ID
2018-12-16,32,ID
2018-12-23,0,ID
2018-12-30,33,ID
2015-01-04,32,IL
2015-01-11,21,IL
2015-01-18,43,IL
2015-01-25,21,IL
2015-02-01,31,IL
2015-02-08,52,IL
2015-02-15,21,IL
2015-02-22,31,IL
2015-03-01,42,IL
2015-03-08,11,IL
2015-03-15,22,IL
2015-03-22,24,IL
2015-03-29,0,IL
2015-04-05,0,IL
2015-04-12,42,IL
2015-04-19,0,IL
2015-04-26,32,IL
2015-05-03,22,IL
2015-05-10,11,IL
2015-05-17,11,IL
2015-05-24,12,IL
2015-05-31,0,IL
2015-06-07,35,IL
2015-06-14,11,IL
2015-06-21,20,IL
2015-06-28,29,IL
2015-07-05,36,IL
2015-07-12,54,IL
2015-07-19,9,IL
2015-07-26,0,IL
2015-08-02,27,IL
2015-08-09,9,IL
2015-08-16,35,IL
2015-08-23,17,IL
2015-08-30,8,IL
2015-09-06,17,IL
2015-09-13,8,IL
2015-09-20,33,IL
2015-09-27,33,IL
2015-10-04,17,IL
2015-10-11,35,IL
2015-10-18,9,IL
2015-10-25,27,IL
2015-11-01,53,IL
2015-11-08,37,IL
2015-11-15,63,IL
2015-11-22,30,IL
2015-11-29,62,IL
2015-12-06,63,IL
2015-12-13,47,IL
2015-12-20,33,IL
2015-12-27,40,IL
2016-01-03,30,IL
2016-01-10,22,IL
2016-01-17,15,IL
2016-01-24,15,IL
2016-01-31,43,IL
2016-02-07,29,IL
2016-02-14,15,IL
2016-02-21,21,IL
2016-02-28,21,IL
2016-03-06,29,IL
2016-03-13,29,IL
2016-03-20,22,IL
2016-03-27,22,IL
2016-04-03,29,IL
2016-04-10,22,IL
2016-04-17,30,IL
2016-04-24,7,IL
2016-05-01,14,IL
2016-05-08,28,IL
2016-05-15,22,IL
2016-05-22,22,IL
2016-05-29,37,IL
2016-06-05,15,IL
2016-06-12,22,IL
2016-06-19,44,IL
2016-06-26,7,IL
2016-07-03,16,IL
2016-07-10,22,IL
2016-07-17,37,IL
2016-07-24,15,IL
2016-07-31,16,IL
2016-08-07,16,IL
2016-08-14,24,IL
2016-08-21,15,IL
2016-08-28,8,IL
2016-09-04,23,IL
2016-09-11,0,IL
2016-09-18,29,IL
2016-09-25,36,IL
2016-10-02,0,IL
2016-10-09,29,IL
2016-10-16,7,IL
2016-10-23,21,IL
2016-10-30,27,IL
2016-11-06,13,IL
2016-11-13,21,IL
2016-11-20,50,IL
2016-11-27,66,IL
2016-12-04,33,IL
2016-12-11,48,IL
2016-12-18,29,IL
2016-12-25,8,IL
2017-01-01,43,IL
2017-01-08,41,IL
2017-01-15,14,IL
2017-01-22,13,IL
2017-01-29,20,IL
2017-02-05,47,IL
2017-02-12,54,IL
2017-02-19,21,IL
2017-02-26,32,IL
2017-03-05,45,IL
2017-03-12,59,IL
2017-03-19,0,IL
2017-03-26,21,IL
2017-04-02,26,IL
2017-04-09,7,IL
2017-04-16,14,IL
2017-04-23,0,IL
2017-04-30,0,IL
2017-05-07,42,IL
2017-05-14,14,IL
2017-05-21,22,IL
2017-05-28,31,IL
2017-06-04,44,IL
2017-06-11,15,IL
2017-06-18,57,IL
2017-06-25,45,IL
2017-07-02,40,IL
2017-07-09,23,IL
2017-07-16,22,IL
2017-07-23,23,IL
2017-07-30,7,IL
2017-08-06,37,IL
2017-08-13,22,IL
2017-08-20,29,IL
2017-08-27,43,IL
2017-09-03,28,IL
2017-09-10,7,IL
2017-09-17,14,IL
2017-09-24,7,IL
2017-10-01,0,IL
2017-10-08,34,IL
2017-10-15,74,IL
2017-10-22,41,IL
2017-10-29,62,IL
2017-11-05,48,IL
2017-11-12,7,IL
2017-11-19,29,IL
2017-11-26,47,IL
2017-12-03,41,IL
2017-12-10,21,IL
2017-12-17,43,IL
2017-12-24,56,IL
2017-12-31,37,IL
2018-01-07,27,IL
2018-01-14,7,IL
2018-01-21,20,IL
2018-01-28,13,IL
2018-02-04,54,IL
2018-02-11,40,IL
2018-02-18,40,IL
2018-02-25,20,IL
2018-03-04,54,IL
2018-03-11,7,IL
2018-03-18,20,IL
2018-03-25,36,IL
2018-04-01,7,IL
2018-04-08,27,IL
2018-04-15,20,IL
2018-04-22,7,IL
2018-04-29,41,IL
2018-05-06,20,IL
2018-05-13,20,IL
2018-05-20,28,IL
2018-05-27,37,IL
2018-06-03,14,IL
2018-06-10,42,IL
2018-06-17,35,IL
2018-06-24,65,IL
2018-07-01,30,IL
2018-07-08,21,IL
2018-07-15,7,IL
2018-07-22,30,IL
2018-07-29,51,IL
2018-08-05,15,IL
2018-08-12,15,IL
2018-08-19,22,IL
2018-08-26,21,IL
2018-09-02,14,IL
2018-09-09,14,IL
2018-09-16,20,IL
2018-09-23,41,IL
2018-09-30,33,IL
2018-10-07,21,IL
2018-10-14,14,IL
2018-10-21,21,IL
2018-10-28,14,IL
2018-11-04,27,IL
2018-11-11,63,IL
2018-11-18,66,IL
2018-11-25,100,IL
2018-12-02,54,IL
2018-12-09,35,IL
2018-12-16,35,IL
2018-12-23,25,IL
2018-12-30,32,IL
2015-01-04,0,IN
2015-01-11,33,IN
2015-01-18,0,IN
2015-01-25,0,IN
2015-02-01,0,IN
2015-02-08,100,IN
2015-02-15,99,IN
2015-02-22,33,IN
2015-03-01,0,IN
2015-03-08,35,IN
2015-03-15,0,IN
2015-03-22,39,IN
2015-03-29,0,IN
2015-04-05,35,IN
2015-04-12,0,IN
2015-04-19,33,IN
2015-04-26,34,IN
2015-05-03,70,IN
2015-05-10,36,IN
2015-05-17,37,IN
2015-05-24,0,IN
2015-05-31,0,IN
2015-06-07,0,IN
2015-06-14,0,IN
2015-06-21,40,IN
2015-06-28,40,IN
2015-07-05,0,IN
2015-07-12,0,IN
2015-07-19,0,IN
2015-07-26,0,IN
2015-08-02,38,IN
2015-08-09,0,IN
2015-08-16,34,IN
2015-08-23,32,IN
2015-08-30,0,IN
2015-09-06,0,IN
2015-09-13,94,IN
2015-09-20,31,IN
2015-09-27,62,IN
2015-10-04,0,IN
2015-10-11,0,IN
2015-10-18,34,IN
2015-10-25,31,IN
2015-11-01,0,IN
2015-11-08,31,IN
2015-11-15,0,IN
2015-11-22,70,IN
2015-11-29,0,IN
2015-12-06,86,IN
2015-12-13,31,IN
2015-12-20,39,IN
2015-12-27,0,IN
2016-01-03,43,IN
2016-01-10,41,IN
2016-01-17,42,IN
2016-01-24,42,IN
2016-01-31,20,IN
2016-02-07,0,IN
2016-02-14,21,IN
2016-02-21,20,IN
2016-02-28,20,IN
2016-03-06,21,IN
2016-03-13,42,IN
2016-03-20,21,IN
2016-03-27,42,IN
2016-04-03,20,IN
2016-04-10,20,IN
2016-04-17,20,IN
2016-04-24,20,IN
2016-05-01,0,IN
2016-05-08,42,IN
2016-05-15,43,IN
2016-05-22,0,IN
2016-05-29,0,IN
2016-06-05,70,IN
2016-06-12,46,IN
2016-06-19,23,IN
2016-06-26,23,IN
2016-07-03,46,IN
2016-07-10,0,IN
2016-07-17,45,IN
2016-07-24,45,IN
2016-07-31,45,IN
2016-08-07,68,IN
2016-08-14,22,IN
2016-08-21,21,IN
2016-08-28,0,IN
2016-09-04,60,IN
2016-09-11,0,IN
2016-09-18,20,IN
2016-09-25,0,IN
2016-10-02,59,IN
2016-10-09,0,IN
2016-10-16,20,IN
2016-10-23,20,IN
2016-10-30,58,IN
2016-11-06,37,IN
2016-11-13,39,IN
2016-11-20,0,IN
2016-11-27,90,IN
2016-12-04,0,IN
2016-12-11,37,IN
2016-12-18,0,IN
2016-12-25,21,IN
2017-01-01,20,IN
2017-01-08,0,IN
2017-01-15,0,IN
2017-01-22,0,IN
2017-01-29,17,IN
2017-02-05,0,IN
2017-02-12,0,IN
2017-02-19,18,IN
2017-02-26,51,IN
2017-03-05,34,IN
2017-03-12,70,IN
2017-03-19,18,IN
2017-03-26,19,IN
2017-04-02,18,IN
2017-04-09,18,IN
2017-04-16,18,IN
2017-04-23,35,IN
2017-04-30,0,IN
2017-05-07,56,IN
2017-05-14,100,IN
2017-05-21,20,IN
2017-05-28,0,IN
2017-06-04,0,IN
2017-06-11,41,IN
2017-06-18,0,IN
2017-06-25,21,IN
2017-07-02,44,IN
2017-07-09,21,IN
2017-07-16,41,IN
2017-07-23,0,IN
2017-07-30,0,IN
2017-08-06,19,IN
2017-08-13,37,IN
2017-08-20,0,IN
2017-08-27,18,IN
2017-09-03,36,IN
2017-09-10,17,IN
2017-09-17,69,IN
2017-09-24,35,IN
2017-10-01,17,IN
2017-10-08,35,IN
2017-10-15,18,IN
2017-10-22,0,IN
2017-10-29,53,IN
2017-11-05,51,IN
2017-11-12,34,IN
2017-11-19,19,IN
2017-11-26,34,IN
2017-12-03,34,IN
2017-12-10,52,IN
2017-12-17,57,IN
2017-12-24,63,IN
2017-12-31,95,IN
2018-01-07,0,IN
2018-01-14,34,IN
2018-01-21,17,IN
2018-01-28,33,IN
2018-02-04,33,IN
2018-02-11,0,IN
2018-02-18,65,IN
2018-02-25,17,IN
2018-03-04,33,IN
2018-03-11,83,IN
2018-03-18,16,IN
2018-03-25,70,IN
2018-04-01,17,IN
2018-04-08,33,IN
2018-04-15,49,IN
2018-04-22,17,IN
2018-04-29,17,IN
2018-05-06,17,IN
2018-05-13,17,IN
2018-05-20,36,IN
2018-05-27,56,IN
2018-06-03,75,IN
2018-06-10,71,IN
2018-06-17,55,IN
2018-06-24,0,IN
2018-07-01,19,IN
2018-07-08,18,IN
2018-07-15,55,IN
2018-07-22,56,IN
2018-07-29,73,IN
2018-08-05,35,IN
2018-08-12,86,IN
2018-08-19,85,IN
2018-08-26,50,IN
2018-09-02,17,IN
2018-09-09,33,IN
2018-09-16,33,IN
2018-09-23,50,IN
2018-09-30,67,IN
2018-10-07,0,IN
2018-10-14,0,IN
2018-10-21,0,IN
2018-10-28,34,IN
2018-11-04,16,IN
2018-11-11,17,IN
2018-11-18,90,IN
2018-11-25,99,IN
2018-12-02,17,IN
2018-12-09,35,IN
2018-12-16,0,IN
2018-12-23,62,IN
2018-12-30,37,IN
2015-01-04,61,IA
2015-01-11,30,IA
2015-01-18,29,IA
2015-01-25,0,IA
2015-02-01,28,IA
2015-02-08,0,IA
2015-02-15,0,IA
2015-02-22,29,IA
2015-03-01,0,IA
2015-03-08,31,IA
2015-03-15,33,IA
2015-03-22,0,IA
2015-03-29,0,IA
2015-04-05,0,IA
2015-04-12,0,IA
2015-04-19,29,IA
2015-04-26,0,IA
2015-05-03,0,IA
2015-05-10,0,IA
2015-05-17,32,IA
2015-05-24,0,IA
2015-05-31,0,IA
2015-06-07,34,IA
2015-06-14,0,IA
2015-06-21,0,IA
2015-06-28,0,IA
2015-07-05,32,IA
2015-07-12,0,IA
2015-07-19,0,IA
2015-07-26,32,IA
2015-08-02,32,IA
2015-08-09,31,IA
2015-08-16,0,IA
2015-08-23,0,IA
2015-08-30,0,IA
2015-09-06,28,IA
2015-09-13,27,IA
2015-09-20,0,IA
2015-09-27,0,IA
2015-10-04,27,IA
2015-10-11,0,IA
2015-10-18,27,IA
2015-10-25,53,IA
2015-11-01,0,IA
2015-11-08,26,IA
2015-11-15,26,IA
2015-11-22,0,IA
2015-11-29,25,IA
2015-12-06,51,IA
2015-12-13,26,IA
2015-12-20,0,IA
2015-12-27,0,IA
2016-01-03,0,IA
2016-01-10,22,IA
2016-01-17,0,IA
2016-01-24,22,IA
2016-01-31,0,IA
2016-02-07,42,IA
2016-02-14,21,IA
2016-02-21,0,IA
2016-02-28,0,IA
2016-03-06,43,IA
2016-03-13,0,IA
2016-03-20,42,IA
2016-03-27,0,IA
2016-04-03,0,IA
2016-04-10,23,IA
2016-04-17,0,IA
2016-04-24,0,IA
2016-05-01,23,IA
2016-05-08,0,IA
2016-05-15,0,IA
2016-05-22,25,IA
2016-05-29,27,IA
2016-06-05,0,IA
2016-06-12,27,IA
2016-06-19,0,IA
2016-06-26,0,IA
2016-07-03,0,IA
2016-07-10,0,IA
2016-07-17,0,IA
2016-07-24,26,IA
2016-07-31,0,IA
2016-08-07,27,IA
2016-08-14,0,IA
2016-08-21,0,IA
2016-08-28,0,IA
2016-09-04,23,IA
2016-09-11,22,IA
2016-09-18,0,IA
2016-09-25,0,IA
2016-10-02,22,IA
2016-10-09,0,IA
2016-10-16,45,IA
2016-10-23,0,IA
2016-10-30,0,IA
2016-11-06,62,IA
2016-11-13,0,IA
2016-11-20,46,IA
2016-11-27,20,IA
2016-12-04,40,IA
2016-12-11,82,IA
2016-12-18,0,IA
2016-12-25,24,IA
2017-01-01,22,IA
2017-01-08,42,IA
2017-01-15,20,IA
2017-01-22,0,IA
2017-01-29,0,IA
2017-02-05,0,IA
2017-02-12,0,IA
2017-02-19,0,IA
2017-02-26,0,IA
2017-03-05,19,IA
2017-03-12,21,IA
2017-03-19,0,IA
2017-03-26,0,IA
2017-04-02,20,IA
2017-04-09,0,IA
2017-04-16,41,IA
2017-04-23,0,IA
2017-04-30,0,IA
2017-05-07,0,IA
2017-05-14,0,IA
2017-05-21,0,IA
2017-05-28,0,IA
2017-06-04,0,IA
2017-06-11,0,IA
2017-06-18,23,IA
2017-06-25,0,IA
2017-07-02,26,IA
2017-07-09,0,IA
2017-07-16,23,IA
2017-07-23,48,IA
2017-07-30,0,IA
2017-08-06,0,IA
2017-08-13,0,IA
2017-08-20,21,IA
2017-08-27,82,IA
2017-09-03,42,IA
2017-09-10,20,IA
2017-09-17,0,IA
2017-09-24,40,IA
2017-10-01,20,IA
2017-10-08,0,IA
2017-10-15,40,IA
2017-10-22,60,IA
2017-10-29,40,IA
2017-11-05,38,IA
2017-11-12,38,IA
2017-11-19,0,IA
2017-11-26,19,IA
2017-12-03,56,IA
2017-12-10,57,IA
2017-12-17,0,IA
2017-12-24,23,IA
2017-12-31,20,IA
2018-01-07,0,IA
2018-01-14,19,IA
2018-01-21,0,IA
2018-01-28,37,IA
2018-02-04,37,IA
2018-02-11,56,IA
2018-02-18,0,IA
2018-02-25,0,IA
2018-03-04,19,IA
2018-03-11,42,IA
2018-03-18,0,IA
2018-03-25,39,IA
2018-04-01,38,IA
2018-04-08,0,IA
2018-04-15,19,IA
2018-04-22,20,IA
2018-04-29,20,IA
2018-05-06,0,IA
2018-05-13,21,IA
2018-05-20,0,IA
2018-05-27,21,IA
2018-06-03,22,IA
2018-06-10,0,IA
2018-06-17,0,IA
2018-06-24,22,IA
2018-07-01,23,IA
2018-07-08,0,IA
2018-07-15,22,IA
2018-07-22,0,IA
2018-07-29,21,IA
2018-08-05,0,IA
2018-08-12,0,IA
2018-08-19,22,IA
2018-08-26,20,IA
2018-09-02,0,IA
2018-09-09,20,IA
2018-09-16,20,IA
2018-09-23,0,IA
2018-09-30,20,IA
2018-10-07,0,IA
2018-10-14,20,IA
2018-10-21,41,IA
2018-10-28,20,IA
2018-11-04,19,IA
2018-11-11,39,IA
2018-11-18,0,IA
2018-11-25,75,IA
2018-12-02,0,IA
2018-12-09,100,IA
2018-12-16,21,IA
2018-12-23,24,IA
2018-12-30,22,IA
2015-01-04,19,KS
2015-01-11,39,KS
2015-01-18,79,KS
2015-01-25,0,KS
2015-02-01,0,KS
2015-02-08,20,KS
2015-02-15,0,KS
2015-02-22,0,KS
2015-03-01,0,KS
2015-03-08,21,KS
2015-03-15,23,KS
2015-03-22,0,KS
2015-03-29,22,KS
2015-04-05,42,KS
2015-04-12,0,KS
2015-04-19,0,KS
2015-04-26,0,KS
2015-05-03,21,KS
2015-05-10,0,KS
2015-05-17,0,KS
2015-05-24,0,KS
2015-05-31,0,KS
2015-06-07,0,KS
2015-06-14,0,KS
2015-06-21,26,KS
2015-06-28,0,KS
2015-07-05,0,KS
2015-07-12,0,KS
2015-07-19,0,KS
2015-07-26,0,KS
2015-08-02,27,KS
2015-08-09,0,KS
2015-08-16,0,KS
2015-08-23,0,KS
2015-08-30,0,KS
2015-09-06,0,KS
2015-09-13,0,KS
2015-09-20,0,KS
2015-09-27,24,KS
2015-10-04,24,KS
2015-10-11,20,KS
2015-10-18,0,KS
2015-10-25,0,KS
2015-11-01,0,KS
2015-11-08,37,KS
2015-11-15,0,KS
2015-11-22,0,KS
2015-11-29,18,KS
2015-12-06,0,KS
2015-12-13,9,KS
2015-12-20,0,KS
2015-12-27,11,KS
2016-01-03,0,KS
2016-01-10,0,KS
2016-01-17,15,KS
2016-01-24,0,KS
2016-01-31,17,KS
2016-02-07,17,KS
2016-02-14,0,KS
2016-02-21,0,KS
2016-02-28,0,KS
2016-03-06,30,KS
2016-03-13,0,KS
2016-03-20,0,KS
2016-03-27,0,KS
2016-04-03,18,KS
2016-04-10,0,KS
2016-04-17,0,KS
2016-04-24,0,KS
2016-05-01,0,KS
2016-05-08,0,KS
2016-05-15,18,KS
2016-05-22,18,KS
2016-05-29,0,KS
2016-06-05,58,KS
2016-06-12,0,KS
2016-06-19,39,KS
2016-06-26,19,KS
2016-07-03,0,KS
2016-07-10,0,KS
2016-07-17,0,KS
2016-07-24,19,KS
2016-07-31,0,KS
2016-08-07,0,KS
2016-08-14,39,KS
2016-08-21,0,KS
2016-08-28,0,KS
2016-09-04,16,KS
2016-09-11,0,KS
2016-09-18,0,KS
2016-09-25,0,KS
2016-10-02,0,KS
2016-10-09,0,KS
2016-10-16,32,KS
2016-10-23,16,KS
2016-10-30,0,KS
2016-11-06,0,KS
2016-11-13,0,KS
2016-11-20,0,KS
2016-11-27,60,KS
2016-12-04,28,KS
2016-12-11,0,KS
2016-12-18,0,KS
2016-12-25,18,KS
2017-01-01,0,KS
2017-01-08,15,KS
2017-01-15,15,KS
2017-01-22,0,KS
2017-01-29,0,KS
2017-02-05,0,KS
2017-02-12,0,KS
2017-02-19,0,KS
2017-02-26,0,KS
2017-03-05,0,KS
2017-03-12,0,KS
2017-03-19,0,KS
2017-03-26,15,KS
2017-04-02,0,KS
2017-04-09,0,KS
2017-04-16,30,KS
2017-04-23,14,KS
2017-04-30,0,KS
2017-05-07,32,KS
2017-05-14,0,KS
2017-05-21,0,KS
2017-05-28,0,KS
2017-06-04,0,KS
2017-06-11,14,KS
2017-06-18,0,KS
2017-06-25,16,KS
2017-07-02,0,KS
