,2021,date,meeting,committee,held,notation,vote,agreed,next,would,april,adjourned,10:20,a.m.,march,17,completed,february,16,unanimously,approved,minutes,january,_______________________,james,a.,clouse,secretary,state
10,0.0,2004-11-01,5.0,7.083333333333333,3.380952380952381,0.0,217.20054560777064,0.0,64.30041152263377,8.604939648395284,10.094256126002161,0.0,0.0,0.0,17.496710618403746,0.0,0.0,0.0,18.97233681513659,0.0,0.0,18.371546149323933,0.0,0.0,222.35403077554759,9.185773074661967,0.0,18.371546149323933,AL
11,0.0,2004-12-01,1.5,0.0,0.0,0.0,9.050022733657109,0.0,57.73914504073236,49.47840297827288,16.8237602100036,0.0,0.0,0.0,17.496710618403746,57.73914504073236,0.0,0.0,56.91701044540977,0.0,0.0,7.873519778281685,0.0,0.0,258.8055112305554,17.059292852943653,0.0,73.48618459729573,AL
12,0.0,2005-01-01,9.1,2.75,0.0,1.3461538461538463,13.575034100485665,0.0,35.43083900226758,27.966053857284674,6.72950408400144,0.0,0.0,0.0,56.86430950981217,35.43083900226758,0.0,43.30435878054927,50.59289817369758,0.0,0.0,20.996052742084494,78.43353035836162,0.0,277.0312514580593,28.86957252036618,0.0,43.30435878054927,AL
13,0.0,2005-02-01,5.3,2.8333333333333335,0.0,1.3846153846153846,13.575034100485665,0.0,36.743092298647866,15.058644384691748,13.45900816800288,0.0,0.0,0.0,74.36102012821591,0.0,0.0,36.743092298647866,66.40317885297806,0.0,0.0,7.873519778281685,15.08337122276185,0.0,207.77343859354445,22.308306038464774,0.0,28.86957252036618,AL
14,0.0,2005-03-01,4.8,2.5833333333333335,1.2380952380952381,1.2307692307692308,13.575034100485665,0.0,66.92491811539432,25.814818945185852,47.10652858801008,0.0,0.0,0.0,196.83799445704213,39.36759889140843,0.0,13.12253296380281,52.17392624162562,0.0,2.5,13.12253296380281,13.575034100485665,0.0,240.5797710030515,39.36759889140843,0.0,45.928865373309826,AL
15,0.0,2005-04-01,3.9,2.75,0.0,1.3461538461538463,9.050022733657109,0.0,43.30435878054927,49.47840297827288,158.14334597403385,0.0,0.0,0.0,34.99342123680749,20.996052742084494,0.0,6.561266481901405,28.458505222704886,0.0,4.0625,14.43478626018309,0.0,0.0,204.12829054804368,49.86562526245067,1.3333333333333333,28.86957252036618,AL
16,0.0,2005-05-01,1.2,5.166666666666667,0.0,1.2307692307692308,40.72510230145699,0.0,19.683799445704214,53.780872802470526,33.6475204200072,0.0,0.0,0.0,39.36759889140843,19.683799445704214,0.0,6.561266481901405,66.40317885297806,0.0,2.5,13.12253296380281,0.0,0.0,174.96710618403745,32.80633240950702,0.0,53.802385151591515,AL
17,0.0,2005-06-01,1.2,3.8333333333333335,1.2380952380952381,1.2307692307692308,4.525011366828554,0.0,32.80633240950702,38.72222841777878,26.91801633600576,0.0,1.2258064516129032,0.0,8.748355309201873,13.12253296380281,0.0,0.0,53.754954309553675,0.0,3.75,13.12253296380281,0.0,0.0,189.54769836604058,26.24506592760562,0.0,45.928865373309826,AL
18,0.0,2005-07-01,3.5,2.5,1.1904761904761905,0.0,0.0,0.0,52.49013185521124,6.453704736296463,33.6475204200072,0.0,1.1935483870967742,0.0,13.12253296380281,13.12253296380281,0.0,6.561266481901405,64.82215078505001,0.0,3.6875,39.36759889140843,6.033348489104739,0.0,262.4506592760562,45.928865373309826,0.0,32.80633240950702,AL
19,0.0,2005-08-01,1.1,2.3333333333333335,2.238095238095238,1.1538461538461537,31.675079567799884,0.0,43.30435878054927,17.209879296790568,13.45900816800288,0.0,0.0,0.0,17.496710618403746,24.932812631225335,0.0,0.0,36.363645562345134,0.0,0.0,11.810279667422527,12.066696978209478,0.0,215.06373468454603,41.99210548416899,0.0,66.92491811539432,AL
20,0.0,2005-09-01,8.2,4.333333333333333,2.0952380952380953,0.0,22.625056834142775,0.0,34.118585705887305,17.209879296790568,23.55326429400504,0.0,0.0,0.0,21.87088827300468,44.61661207692955,0.0,0.0,45.84981396991343,0.0,3.1875,27.557319223985896,22.625056834142775,0.0,189.54769836604058,17.059292852943653,0.0,27.557319223985896,AL
21,0.0,2005-10-01,9.6,3.0833333333333335,1.9523809523809523,0.0,4.525011366828554,0.0,38.05534559502814,43.02469824197642,26.91801633600576,0.0,0.9838709677419355,0.0,8.748355309201873,20.996052742084494,0.0,10.498026371042247,58.49803851333782,0.0,1.0,26.24506592760562,0.0,0.0,200.4831425025429,10.498026371042247,0.0,47.24111866969011,AL
22,0.0,2005-11-01,2.9,2.0833333333333335,1.0,2.0384615384615383,4.525011366828554,0.0,65.61266481901404,17.209879296790568,0.0,0.0,0.0,0.0,17.496710618403746,38.05534559502814,1.0,0.0,64.82215078505001,0.0,1.0,20.996052742084494,16.591708345038036,0.0,193.19284641154135,27.557319223985896,0.0,64.30041152263377,AL
23,0.0,2005-12-01,1.0,1.0,0.9523809523809523,0.0,9.050022733657109,0.0,36.743092298647866,25.814818945185852,6.72950408400144,0.0,0.0,0.0,26.24506592760562,10.498026371042247,0.9736842105263158,5.2490131855211235,79.05140339640246,0.0,0.0,10.498026371042247,25.641731078695145,0.0,215.06373468454603,36.743092298647866,0.0,47.24111866969011,AL
24,0.0,2006-01-01,5.0,0.0,0.8571428571428571,0.8461538461538461,0.0,0.0,64.30041152263377,55.93210771456935,10.094256126002161,0.0,0.0,0.0,69.98684247361498,18.371546149323933,0.0,27.557319223985896,41.106729766129284,0.0,0.875,22.308306038464774,92.00856445884729,0.0,262.4506592760562,22.308306038464774,0.0,64.30041152263377,AL
25,0.0,2006-02-01,4.2,3.5833333333333335,1.7142857142857142,1.7692307692307692,18.100045467314217,0.0,56.426891744352076,19.36111420888939,20.188512252004323,0.0,0.0,0.0,52.49013185521124,14.43478626018309,0.0,56.426891744352076,42.68775783405733,0.0,1.75,18.371546149323933,28.658405323247514,0.0,306.19243582206553,60.36365163349292,0.0,74.79843789367601,AL
26,0.0,2006-03-01,1.6,0.8333333333333334,0.0,3.230769230769231,4.525011366828554,0.0,17.059292852943653,21.51234912098821,47.10652858801008,0.0,0.0,0.0,161.84457322023465,34.118585705887305,0.0,13.12253296380281,72.72729112469027,0.0,0.8125,13.12253296380281,9.050022733657109,0.0,269.7409553670577,38.05534559502814,0.0,77.42294448643656,AL
27,0.0,2006-04-01,7.2,0.8333333333333334,0.8095238095238095,0.0,22.625056834142775,0.0,53.802385151591515,49.47840297827288,195.15561843604178,0.0,0.0,0.0,21.87088827300468,39.36759889140843,0.8157894736842105,3.9367598891408426,53.754954309553675,0.0,5.875,31.49407911312674,0.0,0.0,262.4506592760562,31.49407911312674,0.0,61.6759049298732,AL
28,0.0,2006-05-01,4.6,4.916666666666667,3.9047619047619047,0.8076923076923077,36.200090934628435,0.0,60.36365163349292,60.23457753876699,10.094256126002161,0.0,0.0,0.7894736842105263,13.12253296380281,24.932812631225335,0.0,0.0,80.63243146433051,0.0,0.0,3.9367598891408426,4.525011366828554,0.0,215.06373468454603,38.05534559502814,0.0,72.17393130091546,AL
29,4.233075149613809,2006-06-01,4.0,4.333333333333333,0.0,0.0,27.15006820097133,0.0,66.92491811539432,12.907409472592926,23.55326429400504,0.0,0.0,0.0,4.3741776546009365,22.308306038464774,0.0,3.9367598891408426,39.52570169820123,0.0,1.6875,13.12253296380281,4.525011366828554,0.0,189.54769836604058,13.12253296380281,0.0,61.6759049298732,AL
30,0.0,2006-07-01,6.1,0.8333333333333334,1.5714285714285714,1.5769230769230769,0.0,0.0,30.18182581674646,12.907409472592926,20.188512252004323,0.0,0.0,0.0,30.619243582206554,20.996052742084494,0.0,3.9367598891408426,30.039533290632935,0.0,1.5625,20.996052742084494,4.525011366828554,0.0,225.9991788210484,34.118585705887305,0.0,41.99210548416899,AL
31,0.0,2006-08-01,6.9,1.5,2.8095238095238093,0.0,9.050022733657109,0.0,30.18182581674646,25.814818945185852,16.8237602100036,0.0,0.0,0.0,30.619243582206554,18.371546149323933,0.7105263157894737,11.810279667422527,56.91701044540977,0.0,0.6875,7.873519778281685,0.0,0.0,149.451069865532,26.24506592760562,0.0,60.36365163349292,AL
32,0.0,2006-09-01,5.5,0.75,0.7142857142857143,0.6923076923076923,13.575034100485665,0.0,45.928865373309826,30.117288769383496,20.188512252004323,0.0,0.6935483870967742,0.0,17.496710618403746,22.308306038464774,0.0,3.9367598891408426,34.78261749441709,0.0,2.125,15.74703955656337,0.0,0.0,229.64432686654914,41.99210548416899,0.0,52.49013185521124,AL
33,0.0,2006-10-01,2.6,3.4166666666666665,3.2857142857142856,0.0,45.25011366828555,0.0,49.86562526245067,38.72222841777878,20.188512252004323,0.0,1.3064516129032258,0.0,8.748355309201873,20.996052742084494,0.0,6.561266481901405,63.24112271712197,0.0,0.0,20.996052742084494,7.541685611380925,0.0,211.41858663904526,28.86957252036618,0.0,66.92491811539432,AL
34,0.0,2006-11-01,5.1,4.833333333333333,2.619047619047619,0.6538461538461539,31.675079567799884,0.0,45.928865373309826,34.419758593581136,3.36475204200072,0.0,1.3064516129032258,0.0,26.24506592760562,14.43478626018309,1.3157894736842106,3.9367598891408426,56.91701044540977,0.0,0.6875,18.371546149323933,18.100045467314217,0.0,244.22491904855227,20.996052742084494,0.0,41.99210548416899,AL
35,0.0,2006-12-01,2.6,2.0833333333333335,1.2857142857142858,0.6538461538461539,4.525011366828554,0.0,39.36759889140843,49.47840297827288,13.45900816800288,0.0,0.0,0.6578947368421053,21.87088827300468,28.86957252036618,0.0,10.498026371042247,53.754954309553675,0.0,0.6875,24.932812631225335,21.116719711866587,0.0,196.83799445704213,31.49407911312674,0.0,20.996052742084494,AL
36,4.233075149613809,2007-01-01,6.1,2.9166666666666665,0.0,0.5769230769230769,13.575034100485665,0.0,55.11463844797179,23.663584033087034,20.188512252004323,0.0,0.5645161290322581,1.131578947368421,43.74177654600936,18.371546149323933,0.5526315789473685,36.743092298647866,39.52570169820123,0.0,0.5625,15.74703955656337,69.3835076247045,0.0,258.8055112305554,34.118585705887305,0.0,55.11463844797179,AL
37,0.0,2007-02-01,7.4,2.4166666666666665,1.1428571428571428,1.1923076923076923,4.525011366828554,0.0,47.24111866969011,25.814818945185852,26.91801633600576,0.0,1.1612903225806452,0.5789473684210527,61.23848716441311,15.74703955656337,0.5789473684210527,51.177878558830955,41.106729766129284,0.0,1.1875,2.6245065927605618,15.08337122276185,0.0,222.35403077554759,24.932812631225335,0.0,44.61661207692955,AL
38,0.0,2007-03-01,4.7,2.75,0.5238095238095238,3.230769230769231,40.72510230145699,0.0,64.30041152263377,19.36111420888939,43.74177654600936,0.0,0.532258064516129,0.5263157894736842,201.21217211164307,23.620559334845055,0.5263157894736842,2.6245065927605618,74.30831919261831,0.0,1.625,19.683799445704214,3.0166742445523695,0.0,215.06373468454603,23.620559334845055,0.0,36.743092298647866,AL
39,0.0,2007-04-01,5.7,1.0833333333333333,2.0952380952380953,0.0,22.625056834142775,0.0,43.30435878054927,25.814818945185852,164.87285005803528,0.0,0.0,1.0526315789473684,34.99342123680749,19.683799445704214,0.0,5.2490131855211235,36.363645562345134,0.0,1.0625,22.308306038464774,0.0,0.0,189.54769836604058,31.49407911312674,0.0,39.36759889140843,AL
40,0.0,2007-05-01,6.8,1.0833333333333333,2.4761904761904763,1.0,18.100045467314217,0.0,73.48618459729573,27.966053857284674,26.91801633600576,0.0,0.0,0.0,21.87088827300468,15.74703955656337,0.0,5.2490131855211235,49.011870105769525,0.0,0.5,18.371546149323933,3.0166742445523695,0.0,204.12829054804368,18.371546149323933,0.0,40.679852187788704,AL
41,0.0,2007-06-01,4.6,0.0,1.0476190476190477,1.5769230769230769,18.100045467314217,0.0,57.73914504073236,34.419758593581136,20.188512252004323,0.0,0.0,0.0,17.496710618403746,22.308306038464774,0.0,5.2490131855211235,45.84981396991343,0.0,1.625,19.683799445704214,0.0,0.0,164.03166204753512,24.932812631225335,0.0,41.99210548416899,AL
42,4.233075149613809,2007-07-01,4.8,1.0,1.4761904761904763,0.5,13.575034100485665,0.0,64.30041152263377,25.814818945185852,10.094256126002161,0.0,0.0,0.0,26.24506592760562,20.996052742084494,0.9736842105263158,0.0,74.30831919261831,0.0,1.0,28.86957252036618,6.033348489104739,0.0,142.1607737745304,10.498026371042247,0.0,47.24111866969011,AL
43,0.0,2007-08-01,3.1,1.4166666666666667,0.9047619047619048,1.3846153846153846,13.575034100485665,0.0,41.99210548416899,45.17593315407524,6.72950408400144,0.0,0.0,0.9210526315789473,21.87088827300468,11.810279667422527,0.0,5.2490131855211235,55.33598237748173,0.0,0.9375,17.059292852943653,4.525011366828554,0.0,167.67681009303587,32.80633240950702,0.0,39.36759889140843,AL
44,4.233075149613809,2007-09-01,6.1,3.5,0.47619047619047616,1.4230769230769231,9.050022733657109,0.0,48.553371966070394,23.663584033087034,6.72950408400144,0.0,0.0,0.0,21.87088827300468,26.24506592760562,0.0,2.6245065927605618,44.268785901985375,0.0,1.9375,10.498026371042247,7.541685611380925,0.0,200.4831425025429,35.43083900226758,0.0,26.24506592760562,AL
45,0.0,2007-10-01,3.4,1.8333333333333333,0.8571428571428571,0.8846153846153846,18.100045467314217,0.0,52.49013185521124,38.72222841777878,20.188512252004323,0.0,0.8709677419354839,0.0,17.496710618403746,20.996052742084494,0.0,9.185773074661967,39.52570169820123,0.0,1.3125,14.43478626018309,3.0166742445523695,0.0,174.96710618403745,18.371546149323933,0.0,41.99210548416899,AL
46,0.0,2007-11-01,6.9,3.25,0.9047619047619048,0.46153846153846156,13.575034100485665,0.0,60.36365163349292,30.117288769383496,16.8237602100036,0.0,0.0,0.0,30.619243582206554,11.810279667422527,0.0,6.561266481901405,55.33598237748173,0.4444444444444444,2.25,23.620559334845055,13.575034100485665,0.0,156.74136595653354,19.683799445704214,0.0,45.928865373309826,AL
47,4.233075149613809,2007-12-01,2.3,1.5,0.47619047619047616,0.46153846153846156,13.575034100485665,0.0,61.6759049298732,27.966053857284674,10.094256126002161,0.0,1.4193548387096775,0.0,34.99342123680749,31.49407911312674,0.9473684210526315,13.12253296380281,71.14626305676221,0.0,1.4375,26.24506592760562,22.625056834142775,0.0,215.06373468454603,26.24506592760562,0.0,23.620559334845055,AL
48,0.0,2008-01-01,4.8,1.25,2.4761904761904763,1.2307692307692308,58.82514776877121,0.0,87.92097085747882,40.8734633298776,13.45900816800288,0.0,0.8225806451612904,0.0,56.86430950981217,18.371546149323933,0.0,28.86957252036618,72.72729112469027,0.0,2.5,22.308306038464774,113.12528417071385,0.0,236.93462295755072,38.05534559502814,0.0,64.30041152263377,AL
49,0.0,2008-02-01,7.9,2.25,2.142857142857143,1.3076923076923077,49.7751250351141,0.0,39.36759889140843,45.17593315407524,26.91801633600576,0.0,0.0,0.0,69.98684247361498,41.99210548416899,0.42105263157894735,72.17393130091546,50.59289817369758,0.0,3.0625,20.996052742084494,18.100045467314217,0.0,222.35403077554759,32.80633240950702,0.0,69.54942470815489,AL
50,0.0,2008-03-01,3.3,1.3333333333333333,3.761904761904762,1.2692307692307692,22.625056834142775,0.42,68.23717141177461,40.8734633298776,33.6475204200072,0.0,0.0,0.0,174.96710618403745,27.557319223985896,0.42105263157894735,2.6245065927605618,47.43084203784148,0.0,2.125,24.932812631225335,9.050022733657109,0.0,251.51521513955385,28.86957252036618,0.0,49.86562526245067,AL
51,0.0,2008-04-01,5.4,1.25,1.1904761904761905,0.0,40.72510230145699,0.0,56.426891744352076,38.72222841777878,164.87285005803528,0.0,0.7903225806451613,0.0,30.619243582206554,34.118585705887305,0.0,6.561266481901405,61.66009464919392,0.0,2.0,20.996052742084494,9.050022733657109,0.0,251.51521513955385,32.80633240950702,0.0,47.24111866969011,AL
52,0.0,2008-05-01,5.2,2.5833333333333335,4.095238095238095,0.4230769230769231,22.625056834142775,0.0,47.24111866969011,30.117288769383496,30.282768378006484,0.0,0.4032258064516129,0.8157894736842105,30.619243582206554,24.932812631225335,0.42105263157894735,6.561266481901405,49.011870105769525,0.0,0.4375,28.86957252036618,1.5083371222761848,0.0,215.06373468454603,19.683799445704214,0.0,60.36365163349292,AL
53,4.233075149613809,2008-06-01,5.1,2.25,1.7619047619047619,0.0,22.625056834142775,0.0,66.92491811539432,47.32716806617407,26.91801633600576,0.0,0.0,0.4473684210526316,17.496710618403746,11.810279667422527,0.868421052631579,2.6245065927605618,56.91701044540977,0.0,2.25,17.059292852943653,7.541685611380925,0.0,196.83799445704213,14.43478626018309,0.0,44.61661207692955,AL
54,0.0,2008-07-01,5.2,2.0833333333333335,0.42857142857142855,0.8076923076923077,13.575034100485665,0.0,68.23717141177461,23.663584033087034,23.55326429400504,0.0,0.4032258064516129,0.0,17.496710618403746,26.24506592760562,0.0,2.6245065927605618,83.7944876001866,0.0,2.0625,15.74703955656337,10.558359855933293,0.0,207.77343859354445,26.24506592760562,0.41333333333333333,36.743092298647866,AL
55,4.233075149613809,2008-08-01,5.1,0.8333333333333334,2.380952380952381,1.6153846153846154,45.25011366828555,0.0,49.86562526245067,36.57099350567996,13.45900816800288,0.0,0.3870967741935484,1.5789473684210527,13.12253296380281,27.557319223985896,0.0,2.6245065927605618,77.47037532847442,0.0,0.8125,26.24506592760562,6.033348489104739,0.0,204.12829054804368,17.059292852943653,0.0,38.05534559502814,AL
56,0.0,2008-09-01,4.0,3.8333333333333335,0.7619047619047619,0.7307692307692307,108.60027280388532,0.0,56.426891744352076,40.8734633298776,16.8237602100036,0.0,0.3709677419354839,0.3684210526315789,21.87088827300468,36.743092298647866,0.3684210526315789,2.6245065927605618,60.07906658126587,0.0,1.125,14.43478626018309,10.558359855933293,0.0,244.22491904855227,18.371546149323933,0.0,49.86562526245067,AL
57,0.0,2008-10-01,4.8,4.333333333333333,2.0952380952380953,0.6923076923076923,185.52546603997072,0.0,69.54942470815489,45.17593315407524,20.188512252004323,0.0,0.0,0.0,17.496710618403746,24.932812631225335,0.34210526315789475,1.3122532963802809,50.59289817369758,0.0,2.125,22.308306038464774,9.050022733657109,0.0,233.2894749120499,26.24506592760562,0.0,57.73914504073236,AL
58,0.0,2008-11-01,5.6,2.0,0.38095238095238093,0.38461538461538464,144.80036373851374,0.0,43.30435878054927,38.72222841777878,20.188512252004323,0.0,0.0,0.0,26.24506592760562,31.49407911312674,0.39473684210526316,6.561266481901405,53.754954309553675,0.0,1.9375,17.059292852943653,21.116719711866587,0.0,215.06373468454603,18.371546149323933,0.0,60.36365163349292,AL
59,0.0,2008-12-01,4.0,1.5833333333333333,1.0952380952380953,0.7307692307692307,13.575034100485665,0.0,64.30041152263377,45.17593315407524,16.8237602100036,0.0,0.3709677419354839,0.0,17.496710618403746,34.118585705887305,0.3684210526315789,7.873519778281685,45.84981396991343,0.0,0.75,19.683799445704214,31.675079567799884,0.0,193.19284641154135,11.810279667422527,0.0,30.18182581674646,AL
60,0.0,2009-01-01,3.7,3.6666666666666665,1.7142857142857142,1.7692307692307692,18.100045467314217,0.35,66.92491811539432,36.57099350567996,26.91801633600576,0.0,0.3387096774193548,0.34210526315789475,39.36759889140843,35.43083900226758,0.34210526315789475,43.30435878054927,61.66009464919392,0.0,1.4375,20.996052742084494,85.97521596974254,0.0,229.64432686654914,18.371546149323933,0.0,56.426891744352076,AL
61,0.0,2009-02-01,5.7,0.4166666666666667,1.0952380952380953,1.4615384615384615,22.625056834142775,0.36,77.42294448643656,55.93210771456935,47.10652858801008,0.0,0.0,0.0,91.85773074661965,39.36759889140843,0.3684210526315789,62.98815822625348,67.98420692090612,0.0,1.875,24.932812631225335,15.08337122276185,0.0,251.51521513955385,35.43083900226758,0.0,43.30435878054927,AL
62,0.0,2009-03-01,6.2,1.0833333333333333,1.6666666666666667,0.34615384615384615,18.100045467314217,0.34,82.6719576719577,38.72222841777878,90.84830513401944,0.0,0.3387096774193548,0.6578947368421053,209.96052742084495,34.118585705887305,1.3421052631578947,14.43478626018309,72.72729112469027,0.0,2.0625,18.371546149323933,9.050022733657109,0.0,196.83799445704213,27.557319223985896,0.3333333333333333,38.05534559502814,AL
63,4.233075149613809,2009-04-01,5.3,2.5,2.0476190476190474,1.3846153846153846,18.100045467314217,0.34,45.928865373309826,55.93210771456935,222.07363477204754,0.0,1.0161290322580645,0.34210526315789475,26.24506592760562,36.743092298647866,0.6842105263157895,3.9367598891408426,49.011870105769525,0.0,2.4375,26.24506592760562,10.558359855933293,0.0,204.12829054804368,18.371546149323933,0.0,55.11463844797179,AL
64,4.233075149613809,2009-05-01,4.1,1.5,0.7142857142857143,0.7307692307692307,18.100045467314217,0.0,61.6759049298732,73.14198701135992,30.282768378006484,0.0,1.0483870967741935,0.34210526315789475,13.12253296380281,34.118585705887305,0.34210526315789475,3.9367598891408426,77.47037532847442,0.0,1.4375,22.308306038464774,7.541685611380925,0.0,229.64432686654914,11.810279667422527,0.0,41.99210548416899,AL
65,0.0,2009-06-01,5.3,2.6666666666666665,0.38095238095238093,0.0,9.050022733657109,0.0,38.05534559502814,43.02469824197642,30.282768378006484,0.0,0.7258064516129032,0.0,8.748355309201873,38.05534559502814,0.0,1.3122532963802809,90.11859987189881,0.0,1.875,32.80633240950702,7.541685611380925,0.0,218.7088827300468,20.996052742084494,0.0,32.80633240950702,AL
66,4.233075149613809,2009-07-01,5.2,4.083333333333333,3.142857142857143,1.4230769230769231,18.100045467314217,0.35,62.98815822625348,58.08334262666817,23.55326429400504,0.0,0.3548387096774194,0.0,26.24506592760562,30.18182581674646,0.0,0.0,80.63243146433051,0.0,1.0625,38.05534559502814,7.541685611380925,0.0,240.5797710030515,17.059292852943653,0.0,41.99210548416899,AL
67,0.0,2009-08-01,6.3,3.5,1.3333333333333333,2.3846153846153846,13.575034100485665,0.0,55.11463844797179,51.629637890371704,13.45900816800288,0.0,0.3387096774193548,0.34210526315789475,26.24506592760562,45.928865373309826,0.34210526315789475,5.2490131855211235,61.66009464919392,0.0,3.8125,19.683799445704214,9.050022733657109,0.0,229.64432686654914,13.12253296380281,0.0,55.11463844797179,AL
68,0.0,2009-09-01,3.8,2.6666666666666665,1.619047619047619,1.3076923076923077,13.575034100485665,0.32,45.928865373309826,75.29322192345873,13.45900816800288,0.0,0.0,0.3157894736842105,39.36759889140843,32.80633240950702,0.0,5.2490131855211235,52.17392624162562,0.0,1.625,19.683799445704214,7.541685611380925,0.0,269.7409553670577,26.24506592760562,0.0,47.24111866969011,AL
69,0.0,2009-10-01,4.9,2.5833333333333335,3.0952380952380953,0.6153846153846154,13.575034100485665,0.31,56.426891744352076,83.89816157185403,23.55326429400504,0.0,0.3064516129032258,0.631578947368421,26.24506592760562,34.118585705887305,0.631578947368421,10.498026371042247,47.43084203784148,0.0,2.5625,27.557319223985896,24.133393956418956,0.0,244.22491904855227,22.308306038464774,0.0,38.05534559502814,AL
70,0.0,2009-11-01,3.5,2.4166666666666665,2.619047619047619,0.34615384615384615,31.675079567799884,0.0,69.54942470815489,77.44445683555756,13.45900816800288,0.0,0.6612903225806451,0.0,30.619243582206554,48.553371966070394,0.3157894736842105,6.561266481901405,80.63243146433051,0.0,0.3125,24.932812631225335,19.608382589590406,0.0,258.8055112305554,35.43083900226758,0.0,41.99210548416899,AL
71,0.0,2009-12-01,5.4,1.0,2.238095238095238,1.3076923076923077,31.675079567799884,0.0,53.802385151591515,47.32716806617407,13.45900816800288,0.0,0.0,0.0,34.99342123680749,40.679852187788704,0.3157894736842105,10.498026371042247,83.7944876001866,0.0,2.0,22.308306038464774,52.79179927966647,0.0,247.87006709405304,22.308306038464774,0.0,35.43083900226758,AL
72,0.0,2010-01-01,4.7,2.8333333333333335,0.2857142857142857,1.8461538461538463,9.050022733657109,0.3,77.42294448643656,77.44445683555756,23.55326429400504,0.0,0.3064516129032258,0.6052631578947368,48.1159542006103,52.49013185521124,0.8947368421052632,35.43083900226758,77.47037532847442,0.0,2.125,14.43478626018309,120.6669697820948,0.0,280.67639950356005,27.557319223985896,0.0,41.99210548416899,AL
