date,haircut,isPartial,State
2011-08-01,40,False,AZ
2011-09-01,28,False,AZ
2011-10-01,32,False,AZ
2011-11-01,31,False,AZ
2011-12-01,38,False,AZ
2012-01-01,41,False,AZ
2012-02-01,37,False,AZ
2012-03-01,34,False,AZ
2012-04-01,40,False,AZ
2012-05-01,49,False,AZ
2012-06-01,39,False,AZ
2012-07-01,57,False,AZ
2012-08-01,96,False,AZ
2012-09-01,56,False,AZ
2012-10-01,41,False,AZ
2012-11-01,40,False,AZ
2012-12-01,48,False,AZ
2013-01-01,44,False,AZ
2013-02-01,37,False,AZ
2013-03-01,49,False,AZ
2013-04-01,43,False,AZ
2013-05-01,46,False,AZ
2013-06-01,50,False,AZ
2013-07-01,51,False,AZ
2013-08-01,80,False,AZ
2013-09-01,52,False,AZ
2013-10-01,41,False,AZ
2013-11-01,66,False,AZ
2013-12-01,61,False,AZ
2014-01-01,57,False,AZ
2014-02-01,55,False,AZ
2014-03-01,57,False,AZ
2014-04-01,47,False,AZ
2014-05-01,50,False,AZ
2014-06-01,57,False,AZ
2014-07-01,71,False,AZ
2014-08-01,60,False,AZ
2014-09-01,66,False,AZ
2014-10-01,49,False,AZ
2014-11-01,56,False,AZ
2014-12-01,53,False,AZ
2015-01-01,73,False,AZ
2015-02-01,65,False,AZ
2015-03-01,54,False,AZ
2015-04-01,60,False,AZ
2015-05-01,66,False,AZ
2015-06-01,70,False,AZ
2015-07-01,72,False,AZ
2015-08-01,57,False,AZ
2015-09-01,67,False,AZ
2015-10-01,60,False,AZ
2015-11-01,69,False,AZ
2015-12-01,63,False,AZ
2016-01-01,64,False,AZ
2016-02-01,60,False,AZ
2016-03-01,63,False,AZ
2016-04-01,72,False,AZ
2016-05-01,74,False,AZ
2016-06-01,83,False,AZ
2016-07-01,68,False,AZ
2016-08-01,80,False,AZ
2016-09-01,76,False,AZ
2016-10-01,63,False,AZ
2016-11-01,58,False,AZ
2016-12-01,60,False,AZ
2017-01-01,61,False,AZ
2017-02-01,64,False,AZ
2017-03-01,83,False,AZ
2017-04-01,72,False,AZ
2017-05-01,64,False,AZ
2017-06-01,83,False,AZ
2017-07-01,77,False,AZ
2017-08-01,73,False,AZ
2017-09-01,65,False,AZ
2017-10-01,62,False,AZ
2017-11-01,55,False,AZ
2017-12-01,64,False,AZ
2018-01-01,72,False,AZ
2018-02-01,64,False,AZ
2018-03-01,71,False,AZ
2018-04-01,69,False,AZ
2018-05-01,78,False,AZ
2018-06-01,75,False,AZ
2018-07-01,87,False,AZ
2018-08-01,74,False,AZ
2018-09-01,73,False,AZ
2018-10-01,67,False,AZ
2018-11-01,66,False,AZ
2018-12-01,64,False,AZ
2019-01-01,67,False,AZ
2019-02-01,65,False,AZ
2019-03-01,68,False,AZ
2019-04-01,81,False,AZ
2019-05-01,62,False,AZ
2019-06-01,69,False,AZ
2019-07-01,81,False,AZ
2019-08-01,77,False,AZ
2019-09-01,65,False,AZ
2019-10-01,74,False,AZ
2019-11-01,71,False,AZ
2019-12-01,75,False,AZ
2020-01-01,69,False,AZ
2008-01-01,19,False,AR
2008-02-01,18,False,AR
2008-03-01,37,False,AR
2008-04-01,26,False,AR
2008-05-01,35,False,AR
2008-06-01,40,False,AR
2008-07-01,37,False,AR
2008-08-01,18,False,AR
2008-09-01,17,False,AR
2008-10-01,31,False,AR
2008-11-01,26,False,AR
2008-12-01,17,False,AR
2009-01-01,32,False,AR
2009-02-01,64,False,AR
2009-03-01,22,False,AR
2009-04-01,73,False,AR
2009-05-01,39,False,AR
2009-06-01,33,False,AR
2009-07-01,8,False,AR
2009-08-01,0,False,AR
2009-09-01,51,False,AR
2009-10-01,35,False,AR
2009-11-01,15,False,AR
2009-12-01,53,False,AR
2010-01-01,21,False,AR
2010-02-01,72,False,AR
2010-03-01,42,False,AR
2010-04-01,28,False,AR
2010-05-01,31,False,AR
2010-06-01,17,False,AR
2010-07-01,40,False,AR
2010-08-01,69,False,AR
2010-09-01,22,False,AR
2010-10-01,22,False,AR
2010-11-01,59,False,AR
2010-12-01,82,False,AR
2011-01-01,40,False,AR
2011-02-01,83,False,AR
2011-03-01,38,False,AR
2011-04-01,36,False,AR
2011-05-01,38,False,AR
2011-06-01,40,False,AR
2011-07-01,51,False,AR
2011-08-01,46,False,AR
2011-09-01,18,False,AR
2011-10-01,34,False,AR
2011-11-01,27,False,AR
2011-12-01,37,False,AR
2012-01-01,18,False,AR
2012-02-01,37,False,AR
2012-03-01,12,False,AR
2012-04-01,28,False,AR
2012-05-01,41,False,AR
2012-06-01,53,False,AR
2012-07-01,49,False,AR
2012-08-01,78,False,AR
2012-09-01,42,False,AR
2012-10-01,28,False,AR
2012-11-01,20,False,AR
2012-12-01,43,False,AR
2013-01-01,36,False,AR
2013-02-01,27,False,AR
2013-03-01,46,False,AR
2013-04-01,47,False,AR
2013-05-01,34,False,AR
2013-06-01,40,False,AR
2013-07-01,36,False,AR
2013-08-01,76,False,AR
2013-09-01,44,False,AR
2013-10-01,51,False,AR
2013-11-01,47,False,AR
2013-12-01,44,False,AR
2014-01-01,53,False,AR
2014-02-01,53,False,AR
2014-03-01,40,False,AR
2014-04-01,45,False,AR
2014-05-01,43,False,AR
2014-06-01,75,False,AR
2014-07-01,34,False,AR
2014-08-01,69,False,AR
2014-09-01,42,False,AR
2014-10-01,43,False,AR
2014-11-01,60,False,AR
2014-12-01,57,False,AR
2015-01-01,65,False,AR
2015-02-01,43,False,AR
2015-03-01,75,False,AR
2015-04-01,77,False,AR
2015-05-01,42,False,AR
2015-06-01,74,False,AR
2015-07-01,73,False,AR
2015-08-01,50,False,AR
2015-09-01,52,False,AR
2015-10-01,48,False,AR
2015-11-01,73,False,AR
2015-12-01,69,False,AR
2016-01-01,63,False,AR
2016-02-01,67,False,AR
2016-03-01,72,False,AR
2016-04-01,60,False,AR
2016-05-01,77,False,AR
2016-06-01,68,False,AR
2016-07-01,56,False,AR
2016-08-01,54,False,AR
2016-09-01,75,False,AR
2016-10-01,58,False,AR
2016-11-01,73,False,AR
2016-12-01,57,False,AR
2017-01-01,75,False,AR
2017-02-01,55,False,AR
2017-03-01,64,False,AR
2017-04-01,50,False,AR
2017-05-01,60,False,AR
2017-06-01,73,False,AR
2017-07-01,72,False,AR
2017-08-01,68,False,AR
2017-09-01,63,False,AR
2017-10-01,58,False,AR
2017-11-01,59,False,AR
2017-12-01,69,False,AR
2018-01-01,61,False,AR
2018-02-01,76,False,AR
2018-03-01,71,False,AR
2018-04-01,46,False,AR
2018-05-01,80,False,AR
2018-06-01,100,False,AR
2018-07-01,64,False,AR
2018-08-01,70,False,AR
2018-09-01,59,False,AR
2018-10-01,47,False,AR
2018-11-01,51,False,AR
2018-12-01,68,False,AR
2019-01-01,73,False,AR
2019-02-01,55,False,AR
2019-03-01,55,False,AR
2019-04-01,53,False,AR
2019-05-01,52,False,AR
2019-06-01,58,False,AR
2019-07-01,63,False,AR
2019-08-01,76,False,AR
2019-09-01,77,False,AR
2019-10-01,64,False,AR
2019-11-01,50,False,AR
2019-12-01,49,False,AR
2020-01-01,77,False,AR
2008-01-01,28,False,CA
2008-02-01,27,False,CA
2008-03-01,26,False,CA
2008-04-01,27,False,CA
2008-05-01,32,False,CA
2008-06-01,35,False,CA
2008-07-01,27,False,CA
2008-08-01,33,False,CA
2008-09-01,34,False,CA
2008-10-01,25,False,CA
2008-11-01,31,False,CA
2008-12-01,36,False,CA
2009-01-01,29,False,CA
2009-02-01,27,False,CA
2009-03-01,29,False,CA
2009-04-01,31,False,CA
2009-05-01,28,False,CA
2009-06-01,27,False,CA
2009-07-01,32,False,CA
2009-08-01,33,False,CA
2009-09-01,27,False,CA
2009-10-01,29,False,CA
2009-11-01,27,False,CA
2009-12-01,26,False,CA
2010-01-01,31,False,CA
2010-02-01,25,False,CA
2010-03-01,27,False,CA
2010-04-01,31,False,CA
2010-05-01,31,False,CA
2010-06-01,26,False,CA
2010-07-01,27,False,CA
2010-08-01,36,False,CA
2010-09-01,24,False,CA
2010-10-01,20,False,CA
2010-11-01,25,False,CA
2010-12-01,25,False,CA
2011-01-01,44,False,CA
2011-02-01,100,False,CA
2011-03-01,56,False,CA
2011-04-01,45,False,CA
2011-05-01,44,False,CA
2011-06-01,50,False,CA
2011-07-01,50,False,CA
2011-08-01,51,False,CA
2011-09-01,43,False,CA
2011-10-01,43,False,CA
2011-11-01,45,False,CA
2011-12-01,48,False,CA
2012-01-01,55,False,CA
2012-02-01,48,False,CA
2012-03-01,47,False,CA
2012-04-01,51,False,CA
2012-05-01,53,False,CA
2012-06-01,53,False,CA
2012-07-01,58,False,CA
2012-08-01,100,False,CA
2012-09-01,62,False,CA
2012-10-01,58,False,CA
2012-11-01,54,False,CA
2012-12-01,59,False,CA
2013-01-01,58,False,CA
2013-02-01,68,False,CA
2013-03-01,59,False,CA
2013-04-01,63,False,CA
2013-05-01,62,False,CA
2013-06-01,60,False,CA
2013-07-01,61,False,CA
2013-08-01,93,False,CA
2013-09-01,64,False,CA
2013-10-01,63,False,CA
2013-11-01,76,False,CA
2013-12-01,63,False,CA
2014-01-01,68,False,CA
2014-02-01,67,False,CA
2014-03-01,61,False,CA
2014-04-01,64,False,CA
2014-05-01,70,False,CA
2014-06-01,81,False,CA
2014-07-01,79,False,CA
2014-08-01,75,False,CA
2014-09-01,65,False,CA
2014-10-01,63,False,CA
2014-11-01,72,False,CA
2014-12-01,69,False,CA
2015-01-01,76,False,CA
2015-02-01,85,False,CA
2015-03-01,79,False,CA
2015-04-01,73,False,CA
2015-05-01,73,False,CA
2015-06-01,83,False,CA
2015-07-01,91,False,CA
2015-08-01,86,False,CA
2015-09-01,78,False,CA
2015-10-01,72,False,CA
2015-11-01,77,False,CA
2015-12-01,81,False,CA
2016-01-01,84,False,CA
2016-02-01,85,False,CA
2016-03-01,81,False,CA
2016-04-01,87,False,CA
2016-05-01,93,False,CA
2016-06-01,87,False,CA
2016-07-01,92,False,CA
2016-08-01,85,False,CA
2016-09-01,74,False,CA
2016-10-01,74,False,CA
2016-11-01,73,False,CA
2016-12-01,83,False,CA
2017-01-01,76,False,CA
2017-02-01,79,False,CA
2017-03-01,83,False,CA
2017-04-01,87,False,CA
2017-05-01,79,False,CA
2017-06-01,90,False,CA
2017-07-01,91,False,CA
2017-08-01,90,False,CA
2017-09-01,80,False,CA
2017-10-01,75,False,CA
2017-11-01,81,False,CA
2017-12-01,82,False,CA
2018-01-01,82,False,CA
2018-02-01,81,False,CA
2018-03-01,83,False,CA
2018-04-01,82,False,CA
2018-05-01,83,False,CA
2018-06-01,90,False,CA
2018-07-01,95,False,CA
2018-08-01,88,False,CA
2018-09-01,78,False,CA
2018-10-01,78,False,CA
2018-11-01,82,False,CA
2018-12-01,84,False,CA
2019-01-01,77,False,CA
2019-02-01,78,False,CA
2019-03-01,87,False,CA
2019-04-01,82,False,CA
2019-05-01,81,False,CA
2019-06-01,93,False,CA
2019-07-01,88,False,CA
2019-08-01,94,False,CA
2019-09-01,82,False,CA
2019-10-01,80,False,CA
2019-11-01,81,False,CA
2019-12-01,83,False,CA
2020-01-01,91,False,CA
2008-01-01,22,False,CO
2008-02-01,29,False,CO
2008-03-01,26,False,CO
2008-04-01,32,False,CO
2008-05-01,27,False,CO
2008-06-01,24,False,CO
2008-07-01,28,False,CO
2008-08-01,36,False,CO
2008-09-01,25,False,CO
2008-10-01,31,False,CO
2008-11-01,21,False,CO
2008-12-01,30,False,CO
2009-01-01,29,False,CO
2009-02-01,39,False,CO
2009-03-01,36,False,CO
2009-04-01,35,False,CO
2009-05-01,46,False,CO
2009-06-01,26,False,CO
2009-07-01,34,False,CO
2009-08-01,39,False,CO
2009-09-01,43,False,CO
2009-10-01,40,False,CO
2009-11-01,35,False,CO
2009-12-01,33,False,CO
2010-01-01,45,False,CO
2010-02-01,31,False,CO
2010-03-01,30,False,CO
2010-04-01,34,False,CO
2010-05-01,37,False,CO
2010-06-01,26,False,CO
2010-07-01,38,False,CO
2010-08-01,61,False,CO
2010-09-01,28,False,CO
2010-10-01,30,False,CO
2010-11-01,28,False,CO
2010-12-01,26,False,CO
2011-01-01,30,False,CO
2011-02-01,100,False,CO
2011-03-01,44,False,CO
2011-04-01,49,False,CO
2011-05-01,46,False,CO
2011-06-01,47,False,CO
2011-07-01,48,False,CO
2011-08-01,40,False,CO
2011-09-01,45,False,CO
2011-10-01,48,False,CO
2011-11-01,39,False,CO
2011-12-01,41,False,CO
2012-01-01,41,False,CO
2012-02-01,46,False,CO
2012-03-01,37,False,CO
2012-04-01,39,False,CO
2012-05-01,50,False,CO
2012-06-01,46,False,CO
2012-07-01,60,False,CO
2012-08-01,88,False,CO
2012-09-01,51,False,CO
2012-10-01,40,False,CO
2012-11-01,53,False,CO
2012-12-01,45,False,CO
2013-01-01,44,False,CO
2013-02-01,42,False,CO
2013-03-01,48,False,CO
2013-04-01,58,False,CO
2013-05-01,72,False,CO
2013-06-01,62,False,CO
2013-07-01,59,False,CO
2013-08-01,76,False,CO
2013-09-01,46,False,CO
2013-10-01,45,False,CO
2013-11-01,77,False,CO
2013-12-01,53,False,CO
2014-01-01,54,False,CO
2014-02-01,67,False,CO
2014-03-01,58,False,CO
2014-04-01,50,False,CO
2014-05-01,61,False,CO
2014-06-01,75,False,CO
2014-07-01,64,False,CO
2014-08-01,68,False,CO
2014-09-01,76,False,CO
2014-10-01,76,False,CO
2014-11-01,70,False,CO
2014-12-01,64,False,CO
2015-01-01,64,False,CO
2015-02-01,57,False,CO
2015-03-01,62,False,CO
2015-04-01,51,False,CO
2015-05-01,45,False,CO
2015-06-01,72,False,CO
2015-07-01,65,False,CO
2015-08-01,68,False,CO
2015-09-01,58,False,CO
2015-10-01,71,False,CO
2015-11-01,69,False,CO
2015-12-01,77,False,CO
2016-01-01,73,False,CO
2016-02-01,68,False,CO
2016-03-01,58,False,CO
2016-04-01,67,False,CO
2016-05-01,74,False,CO
2016-06-01,73,False,CO
2016-07-01,81,False,CO
2016-08-01,67,False,CO
2016-09-01,58,False,CO
2016-10-01,58,False,CO
2016-11-01,63,False,CO
2016-12-01,62,False,CO
2017-01-01,65,False,CO
2017-02-01,63,False,CO
2017-03-01,72,False,CO
2017-04-01,72,False,CO
2017-05-01,68,False,CO
2017-06-01,71,False,CO
2017-07-01,77,False,CO
2017-08-01,75,False,CO
2017-09-01,66,False,CO
2017-10-01,54,False,CO
2017-11-01,54,False,CO
2017-12-01,73,False,CO
2018-01-01,79,False,CO
2018-02-01,66,False,CO
2018-03-01,76,False,CO
2018-04-01,74,False,CO
2018-05-01,59,False,CO
2018-06-01,75,False,CO
2018-07-01,79,False,CO
2018-08-01,80,False,CO
2018-09-01,66,False,CO
2018-10-01,65,False,CO
2018-11-01,71,False,CO
2018-12-01,70,False,CO
2019-01-01,77,False,CO
2019-02-01,65,False,CO
2019-03-01,69,False,CO
2019-04-01,75,False,CO
2019-05-01,89,False,CO
2019-06-01,80,False,CO
2019-07-01,61,False,CO
2019-08-01,78,False,CO
2019-09-01,75,False,CO
2019-10-01,63,False,CO
2019-11-01,60,False,CO
2019-12-01,76,False,CO
2020-01-01,76,False,CO
2008-01-01,25,False,CT
2008-02-01,28,False,CT
2008-03-01,16,False,CT
2008-04-01,22,False,CT
2008-05-01,30,False,CT
2008-06-01,15,False,CT
2008-07-01,47,False,CT
2008-08-01,30,False,CT
2008-09-01,18,False,CT
2008-10-01,25,False,CT
2008-11-01,32,False,CT
2008-12-01,23,False,CT
2009-01-01,25,False,CT
2009-02-01,24,False,CT
2009-03-01,45,False,CT
2009-04-01,32,False,CT
2009-05-01,25,False,CT
2009-06-01,42,False,CT
2009-07-01,31,False,CT
2009-08-01,36,False,CT
2009-09-01,36,False,CT
2009-10-01,22,False,CT
2009-11-01,37,False,CT
2009-12-01,27,False,CT
2010-01-01,37,False,CT
2010-02-01,55,False,CT
2010-03-01,36,False,CT
2010-04-01,34,False,CT
2010-05-01,26,False,CT
2010-06-01,39,False,CT
2010-07-01,46,False,CT
2010-08-01,32,False,CT
2010-09-01,31,False,CT
2010-10-01,17,False,CT
2010-11-01,31,False,CT
2010-12-01,37,False,CT
2011-01-01,31,False,CT
2011-02-01,100,False,CT
2011-03-01,42,False,CT
2011-04-01,38,False,CT
2011-05-01,36,False,CT
2011-06-01,28,False,CT
2011-07-01,39,False,CT
2011-08-01,50,False,CT
2011-09-01,34,False,CT
2011-10-01,23,False,CT
2011-11-01,23,False,CT
2011-12-01,32,False,CT
2012-01-01,44,False,CT
2012-02-01,28,False,CT
2012-03-01,35,False,CT
2012-04-01,32,False,CT
2012-05-01,38,False,CT
2012-06-01,47,False,CT
2012-07-01,37,False,CT
2012-08-01,67,False,CT
2012-09-01,38,False,CT
2012-10-01,26,False,CT
2012-11-01,37,False,CT
2012-12-01,34,False,CT
2013-01-01,36,False,CT
2013-02-01,41,False,CT
2013-03-01,30,False,CT
2013-04-01,36,False,CT
2013-05-01,34,False,CT
2013-06-01,38,False,CT
2013-07-01,41,False,CT
2013-08-01,66,False,CT
2013-09-01,48,False,CT
2013-10-01,45,False,CT
2013-11-01,49,False,CT
2013-12-01,47,False,CT
2014-01-01,45,False,CT
2014-02-01,43,False,CT
2014-03-01,53,False,CT
2014-04-01,43,False,CT
2014-05-01,26,False,CT
2014-06-01,33,False,CT
2014-07-01,52,False,CT
2014-08-01,52,False,CT
2014-09-01,35,False,CT
2014-10-01,53,False,CT
2014-11-01,32,False,CT
2014-12-01,42,False,CT
2015-01-01,53,False,CT
2015-02-01,46,False,CT
2015-03-01,57,False,CT
2015-04-01,32,False,CT
2015-05-01,43,False,CT
2015-06-01,42,False,CT
2015-07-01,49,False,CT
2015-08-01,58,False,CT
2015-09-01,56,False,CT
2015-10-01,45,False,CT
2015-11-01,38,False,CT
2015-12-01,45,False,CT
2016-01-01,52,False,CT
2016-02-01,59,False,CT
2016-03-01,49,False,CT
2016-04-01,51,False,CT
2016-05-01,64,False,CT
2016-06-01,42,False,CT
2016-07-01,52,False,CT
2016-08-01,60,False,CT
2016-09-01,49,False,CT
2016-10-01,49,False,CT
2016-11-01,48,False,CT
2016-12-01,57,False,CT
2017-01-01,50,False,CT
2017-02-01,43,False,CT
2017-03-01,48,False,CT
2017-04-01,51,False,CT
2017-05-01,51,False,CT
2017-06-01,56,False,CT
2017-07-01,63,False,CT
2017-08-01,67,False,CT
2017-09-01,59,False,CT
